Month;Group;Sports;Result type;Bet slip count 1;No. of bets 1;Bet count;Cancelled;Payback;Won;Total stake;Profit;profit-rate;Bonus;Paid out;Theoretic margin
ene-21;Tennis - ATP - ATP Cup;Tennis;2-Way;9;9;124;0,00 €;0,00 €;10,62 €;23,40 €;12,78 €;54.61%;0,00 €;10,62 €;3,91 €  /  16,17 €  ( 24.19% )
ene-21;Tennis - ATP - ATP Cup;Tennis;Player Total Games;3;3;3;0,00 €;0,00 €;66,08 €;40,05 €;-26,03 €;-65.00% ;0,00 €;66,08 €;0,01 €  /  40,05 €  ( 0.03% )
ene-21;Dota 2 - BTS Dota2 - Dota Pro Circuit NA;e-Sports;Match Winner;0;0;2;0,00 €;0,00 €;0,00 €;0,15 €;0,15 €;100.00%;0,00 €;0,00 €;0,04 €  /  0,15 €  ( 26.99% )
ene-21;League of Legends - Riot LoL - LCK;e-Sports;Who wins the round?;2;2;2;0,00 €;0,00 €;10,21 €;4,98 €;-5,23 €;-105.11% ;0,00 €;10,21 €;0,74 €  /  4,75 €  ( 15.66% )
ene-21;Counter-Strike - Dreamhack CS:GO - Dreamhack Open, Eu Group Stage;e-Sports;Match Winner;1;1;1;0,00 €;0,00 €;13,29 €;9,17 €;-4,13 €;-45.00% ;0,00 €;13,29 €;0,11 €  /  9,17 €  ( 1.21% )
ene-21;Counter-Strike - Dreamhack CS:GO - Dreamhack Open, Na Playoffs;e-Sports;Match Winner;4;4;7;0,00 €;0,00 €;78,21 €;71,22 €;-6,99 €;-9.81% ;0,00 €;78,21 €;0,01 €  /  0,02 €  ( 45.58% )
ene-21;Cricket - South Africa - Momentum One Day Cup;Cricket;Draw no bet;1;1;1;0,00 €;0,00 €;70,08 €;31,86 €;-38,23 €;-120.00% ;0,00 €;70,08 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Cricket - United Arab Emirates - T10 League;Cricket;Draw no bet;6;6;6;2,43 €;0,00 €;468,33 €;247,23 €;-221,10 €;-89.43% ;0,00 €;468,33 €;42,36 €  /  247,23 €  ( 17.13% )
ene-21;Football - England - Premier League;Football;Yellow card;43;45;121;0,00 €;4,99 €;23,38 €;33,25 €;4,89 €;17.30%;0,00 €;28,36 €;8,01 €  /  28,49 €  ( 28.10% )
ene-21;Football - England - Premier League;Football;Both teams to score in the X half?;26;42;54;1,83 €;0,00 €;53,84 €;116,59 €;62,75 €;53.82%;0,00 €;53,84 €;4,30 €  /  22,46 €  ( 19.16% )
ene-21;Football - England - Premier League;Football;Over/Under goals for team in half;4;11;12;0,00 €;0,00 €;95,90 €;53,87 €;-42,03 €;-78.03% ;0,00 €;95,90 €;4,42 €  /  51,50 €  ( 8.58% )
ene-21;Football - Netherlands - Eredivisie;Football;Over/Under corners in half;4;4;24;0,00 €;0,00 €;0,00 €;3,94 €;3,94 €;100.00%;0,00 €;0,00 €;1,12 €  /  3,94 €  ( 28.37% )
ene-21;Football - Netherlands - Eredivisie;Football;Who wins the half?;35;36;52;0,59 €;0,00 €;103,25 €;89,05 €;-14,20 €;-15.94% ;0,00 €;103,25 €;3,25 €  /  34,07 €  ( 9.54% )
ene-21;Football - Germany - 2nd Bundesliga;Football;Both teams to score in the X half?;3;3;6;0,00 €;0,00 €;6,41 €;3,78 €;-2,63 €;-69.50% ;0,00 €;6,41 €;1,03 €  /  2,64 €  ( 38.88% )
ene-21;Football - Germany - 2nd Bundesliga;Football;Match Result & Both teams to score;5;5;26;0,00 €;0,00 €;11,09 €;12,51 €;1,42 €;11.36%;0,23 €;11,32 €;4,06 €  /  12,45 €  ( 32.65% )
ene-21;Football - Germany - 2nd Bundesliga;Football;How many goals will team X score?;2;2;2;0,00 €;0,00 €;1,62 €;14,43 €;12,81 €;88.77%;0,00 €;1,62 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Germany - Bundesliga;Football;Does team X score a goal in the X half?;9;9;27;0,00 €;0,00 €;67,87 €;41,74 €;-26,13 €;-62.62% ;0,64 €;68,51 €;0,99 €  /  12,98 €  ( 7.59% )
ene-21;Football - Brazil - Brasileiro Serie A;Football;Double chance;445;478;2171;234,18 €;45,90 €;5.604,60 €;8.016,78 €;2.366,28 €;29.69%;12,34 €;5.662,84 €;335,28 €  /  6.752,82 €  ( 4.97% )
ene-21;Football - International Clubs - Club Friendly Games;Football;Draw no bet;3;3;6;0,00 €;0,63 €;0,02 €;17,95 €;17,30 €;99.90%;0,00 €;0,65 €;0,05 €  /  0,21 €  ( 24.33% )
ene-21;Football - International Clubs - Club Friendly Games;Football;Who wins the rest of the 1st half?;14;17;17;0,00 €;0,00 €;340,82 €;227,11 €;-113,71 €;-50.07% ;0,00 €;340,82 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Ice Hockey - Germany - DEL;Ice Hockey;3-Way;20;20;65;0,00 €;0,00 €;16,39 €;70,30 €;53,91 €;76.69%;0,02 €;16,41 €;1,14 €  /  2,87 €  ( 39.92% )
ene-21;Football - Greece - Super League;Football;Double chance;86;93;471;0,00 €;0,04 €;1.022,44 €;710,91 €;-311,57 €;-43.83% ;5,34 €;1.027,81 €;26,22 €  /  304,46 €  ( 8.61% )
ene-21;Football - Greece - Super League;Football;Does Team X score at least one goal?;6;6;19;0,00 €;0,00 €;16,15 €;18,79 €;2,64 €;14.06%;0,00 €;16,15 €;2,88 €  /  6,95 €  ( 41.51% )
ene-21;Ice Hockey - USA - NHL;Ice Hockey;Who scores next ?;2;2;5;0,00 €;0,00 €;2,11 €;2,05 €;-0,06 €;-2.85% ;0,00 €;2,11 €;0,09 €  /  0,15 €  ( 62.34% )
ene-21;Ice Hockey - USA - NHL;Ice Hockey;Who wins the period?;7;8;22;0,00 €;0,00 €;4,44 €;10,30 €;5,86 €;56.90%;0,00 €;4,44 €;0,69 €  /  2,73 €  ( 25.37% )
ene-21;Football - Spain - Copa del Rey;Football;More/less rest of half;25;28;45;0,00 €;0,00 €;80,18 €;210,69 €;130,51 €;61.94%;0,00 €;80,18 €;0,01 €  /  0,12 €  ( 12.26% )
ene-21;Football - Spain - Copa del Rey;Football;Match Result & Both teams to score;15;16;47;0,00 €;0,00 €;170,76 €;38,79 €;-131,97 €;-340.20% ;0,00 €;170,76 €;6,94 €  /  31,68 €  ( 21.91% )
ene-21;Football - Spain - Copa del Rey;Football;Over/Under corners in half;2;3;14;0,00 €;0,00 €;7,26 €;5,52 €;-1,74 €;-31.63% ;0,00 €;7,26 €;1,41 €  /  5,52 €  ( 25.54% )
ene-21;Football - Spain - Copa del Rey;Football;Over/Under per team;6;6;26;0,00 €;0,00 €;34,63 €;15,90 €;-18,73 €;-117.76% ;0,18 €;34,81 €;1,41 €  /  8,29 €  ( 17.03% )
ene-21;Football - Spain - Copa del Rey;Football;Does the specified team win either half?;2;3;9;0,00 €;0,00 €;0,27 €;6,83 €;6,56 €;96.02%;0,00 €;0,27 €;1,07 €  /  6,71 €  ( 15.95% )
ene-21;Basketball - International - Euroleague;Basketball;Over/under points in halftime for team;26;26;46;0,00 €;23,51 €;323,22 €;659,84 €;313,11 €;49.21%;0,00 €;346,73 €;54,99 €  /  658,83 €  ( 8.35% )
ene-21;Football - Portugal - Taca de Portugal;Football;Handicap;6;9;22;0,00 €;0,63 €;4,44 €;7,13 €;2,06 €;31.70%;0,19 €;5,26 €;1,21 €  /  6,50 €  ( 18.67% )
ene-21;Football - Portugal - Taca de Portugal;Football;Highest scoring half?;0;0;1;0,00 €;0,00 €;0,00 €;0,10 €;0,10 €;100.00%;0,00 €;0,00 €;0,05 €  /  0,10 €  ( 53.43% )
ene-21;Football - Portugal - Taca de Portugal;Football;Correct score;3;3;4;0,00 €;0,00 €;0,00 €;20,03 €;20,03 €;100.00%;0,00 €;0,00 €;5,17 €  /  18,88 €  ( 27.39% )
ene-21;Football - Portugal - Taca de Portugal;Football;Over/Under rest of the game;20;21;37;0,00 €;0,24 €;45,24 €;101,19 €;55,71 €;55.18%;0,00 €;45,48 €;0,35 €  /  2,93 €  ( 11.92% )
ene-21;Football - Portugal - Taca de Portugal;Football;More/less rest of half;10;10;17;0,00 €;0,00 €;869,47 €;792,32 €;-77,14 €;-9.74% ;0,00 €;869,47 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Portugal - Taca de Portugal;Football;Over/Under per team;5;5;9;0,00 €;0,00 €;50,35 €;56,37 €;6,02 €;10.68%;0,01 €;50,36 €;0,15 €  /  0,36 €  ( 43.25% )
ene-21;Football - Portugal - Taca de Portugal;Football;Does the specified team score in both halves?;1;1;2;0,00 €;0,00 €;1,84 €;1,56 €;-0,28 €;-17.78% ;0,00 €;1,84 €;0,02 €  /  0,05 €  ( 37.88% )
ene-21;Football - Romania - Liga I;Football;Handicap;5;5;12;0,00 €;0,00 €;0,68 €;32,99 €;32,31 €;97.94%;0,00 €;0,68 €;2,65 €  /  20,63 €  ( 12.84% )
ene-21;Football - Romania - Liga I;Football;Even/Odd?;1;1;1;0,00 €;0,00 €;0,00 €;11,42 €;11,42 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Romania - Liga I;Football;Match Result & Both teams to score;1;2;5;0,00 €;0,00 €;0,56 €;1,00 €;0,44 €;43.73%;0,00 €;0,56 €;0,34 €  /  1,00 €  ( 34.39% )
ene-21;Football - Romania - Liga I;Football;Halftime - Over/Under Bet;6;6;23;0,00 €;0,00 €;55,31 €;53,64 €;-1,67 €;-3.12% ;0,00 €;55,31 €;0,35 €  /  0,94 €  ( 36.88% )
ene-21;Football - Romania - Liga I;Football;Over/Under per team;2;2;6;0,00 €;0,00 €;9,12 €;6,55 €;-2,57 €;-39.27% ;0,00 €;9,12 €;0,45 €  /  1,87 €  ( 24.04% )
ene-21;Football - Special - Team Duel - Result will be decided by the amount of goals scored by the two teams in their respective games;Football;Handicap;1;1;3;0,00 €;0,00 €;0,00 €;1,00 €;1,00 €;100.00%;0,00 €;0,00 €;0,19 €  /  1,00 €  ( 18.73% )
ene-21;Football - Iceland - Cup;Football;Who scores next ?;4;4;4;0,00 €;0,00 €;6,55 €;7,26 €;0,71 €;9.84%;0,00 €;6,55 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Germany - 1st Bundesliga Women;Volleyball;Number of points in match;2;2;13;0,00 €;0,00 €;37,69 €;23,19 €;-14,50 €;-62.52% ;0,00 €;37,69 €;0,19 €  /  0,35 €  ( 55.75% )
ene-21;Volleyball - Germany - 1st Bundesliga Women;Volleyball;Number of points in set;4;4;5;0,00 €;0,00 €;1,01 €;37,26 €;36,25 €;97.29%;0,00 €;1,01 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Premier League;Football;Highest scoring half?;0;1;1;0,00 €;0,00 €;0,32 €;0,23 €;-0,09 €;-40.00% ;0,00 €;0,32 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Premier League;Football;How many goals will be scored in this game?;0;1;1;0,00 €;0,00 €;0,32 €;0,23 €;-0,09 €;-40.00% ;0,00 €;0,32 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Israel - Premier League;Football;More/less rest of half;5;5;9;0,00 €;0,00 €;24,48 €;41,72 €;17,24 €;41.32%;0,00 €;24,48 €;0,00 €  /  0,02 €  ( 10.43% )
ene-21;Football - Switzerland - Super League;Football;Both teams to score?;10;10;36;0,00 €;0,00 €;10,68 €;10,73 €;0,06 €;0.53%;0,00 €;10,68 €;1,19 €  /  5,86 €  ( 20.24% )
ene-21;Football - Switzerland - Super League;Football;Remaining time 3-way;3;3;16;0,00 €;0,00 €;0,00 €;5,47 €;5,47 €;100.00%;0,00 €;0,00 €;0,03 €  /  0,11 €  ( 22.90% )
ene-21;Football - Romania - Cupa Romaniei;Football;3-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,05 €  ( 51.83% )
ene-21;Football - England Amateur - Women's Championship;Football;Double chance;1;1;2;0,00 €;0,00 €;0,09 €;23,36 €;23,27 €;99.63%;0,00 €;0,09 €;0,01 €  /  0,06 €  ( 9.48% )
ene-21;Football - England Amateur - Women's Championship;Football;Over/Under goals in match;1;1;1;0,00 €;0,00 €;7,67 €;6,40 €;-1,28 €;-20.00% ;0,00 €;7,67 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - England Amateur - Women's Championship;Football;Both teams to score?;0;0;1;0,00 €;0,00 €;0,00 €;0,14 €;0,14 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,14 €  ( 10.50% )
ene-21;Basketball - North Macedonia - First League;Basketball;Over/Under points in Match;5;5;5;0,00 €;2,51 €;39,67 €;35,30 €;-6,88 €;-20.98% ;0,00 €;42,18 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - North Macedonia - First League;Basketball;Over/Under points in Quarter;1;1;1;0,00 €;0,00 €;0,00 €;22,84 €;22,84 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - North Macedonia - First League;Basketball;Match Winner;2;2;3;0,00 €;0,00 €;0,00 €;69,00 €;69,00 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - North Macedonia - First League;Basketball;Over/Under per team;1;1;1;0,00 €;0,00 €;0,00 €;22,84 €;22,84 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - Denmark - 1. Division, Women;Handball;Who wins the half?;1;1;1;0,00 €;0,00 €;59,38 €;11,88 €;-47,51 €;-400.00% ;0,00 €;59,38 €;3,18 €  /  11,88 €  ( 26.74% )
ene-21;Football - Turkey Amateur - 3. Lig, Group 1;Football;Over/Under goals in match;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,05 €  ( 42.09% )
ene-21;Football - Turkey Amateur - 3. Lig, Group 1;Football;3-Way;2;2;7;0,00 €;0,00 €;0,00 €;4,09 €;4,09 €;100.00%;0,00 €;0,00 €;0,13 €  /  1,78 €  ( 7.04% )
ene-21;Football - Turkey Amateur - 3. Lig, Group 3;Football;Double chance;2;2;10;0,00 €;0,00 €;11,31 €;7,32 €;-3,98 €;-54.39% ;0,00 €;11,31 €;0,19 €  /  0,47 €  ( 40.79% )
ene-21;Football - Turkey Amateur - 3. Lig, Group 3;Football;Over/Under goals in match;1;1;5;0,00 €;0,00 €;0,00 €;0,51 €;0,51 €;100.00%;0,00 €;0,00 €;0,24 €  /  0,51 €  ( 47.47% )
ene-21;Ice Hockey - Belarus - Extraliga;Ice Hockey;Double chance;2;2;19;36,72 €;0,00 €;42,70 €;36,41 €;-6,29 €;-17.27% ;0,19 €;42,89 €;0,49 €  /  0,90 €  ( 54.12% )
ene-21;Ice Hockey - Belarus - Extraliga;Ice Hockey;Handicap;1;1;1;0,00 €;0,00 €;0,00 €;45,68 €;45,68 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Ice Hockey - Belarus - Extraliga;Ice Hockey;Who wins the period?;0;0;3;0,00 €;0,00 €;0,00 €;0,10 €;0,10 €;100.00%;0,00 €;0,00 €;0,06 €  /  0,10 €  ( 57.90% )
ene-21;Basketball - Hungary - Nb I;Basketball;Handicap;0;0;2;0,00 €;0,00 €;0,00 €;0,21 €;0,21 €;100.00%;0,00 €;0,00 €;0,06 €  /  0,16 €  ( 38.12% )
ene-21;Basketball - Hungary - Nb I;Basketball;Over/Under points in Match;2;2;8;0,00 €;0,00 €;122,09 €;61,78 €;-60,31 €;-97.62% ;0,00 €;122,09 €;-2,40 €  /  61,24 €  ( -3.92% )
ene-21;Basketball - Hungary - Nb I;Basketball;Over/Under points in Quarter;1;1;1;0,00 €;0,00 €;0,00 €;3,77 €;3,77 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Azerbaijan - Premier League;Football;More/less rest of half;3;3;3;0,00 €;0,00 €;25,04 €;8,96 €;-16,08 €;-179.48% ;0,00 €;25,04 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Azerbaijan - Premier League;Football;Both teams to score?;2;2;2;0,00 €;0,00 €;0,00 €;5,89 €;5,89 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Azerbaijan - Premier League;Football;3-Way;19;19;81;0,00 €;0,00 €;42,78 €;47,02 €;4,24 €;9.01%;0,20 €;42,98 €;6,41 €  /  23,67 €  ( 27.09% )
ene-21;Football - Azerbaijan - Premier League;Football;Remaining time 3-way;2;2;6;0,00 €;0,00 €;0,66 €;0,79 €;0,12 €;15.83%;0,00 €;0,66 €;0,03 €  /  0,19 €  ( 13.24% )
ene-21;Handball - Russia - Super League, Women;Handball;Over/Under points in Match;4;4;4;0,00 €;8,77 €;45,68 €;66,33 €;11,88 €;20.63%;0,00 €;54,45 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Handball - Russia - Super League, Women;Handball;First half - Over/Under Bet;2;2;2;0,00 €;27,64 €;0,00 €;79,48 €;51,85 €;100.00%;0,00 €;27,64 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Ice Hockey - Latvia - Latvian Hockey League;Ice Hockey;Over/Under points in Match;1;1;2;1,46 €;0,00 €;52,53 €;24,22 €;-28,32 €;-116.93% ;0,00 €;52,53 €;2,68 €  /  24,22 €  ( 11.05% )
ene-21;Football - Spain - Primera Division Women;Football;Handicap;3;3;6;0,00 €;0,00 €;0,00 €;5,79 €;5,79 €;100.00%;0,00 €;0,00 €;0,27 €  /  0,69 €  ( 39.23% )
ene-21;Football - Spain - Primera Division Women;Football;Correct score;0;0;1;0,00 €;0,00 €;0,00 €;0,08 €;0,08 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Argentina - Liga Argentina A1;Volleyball;Number of points in set;7;7;8;0,00 €;0,00 €;21,73 €;547,12 €;525,39 €;96.03%;0,00 €;21,73 €;0,06 €  /  0,59 €  ( 10.91% )
ene-21;Football - Nicaragua - Primera Division;Football;Draw no bet;0;0;1;0,00 €;0,00 €;0,00 €;0,10 €;0,10 €;100.00%;0,00 €;0,00 €;0,03 €  /  0,10 €  ( 31.67% )
ene-21;Football - Nicaragua - Primera Division;Football;Who scores next ?;3;3;6;0,00 €;0,00 €;123,34 €;52,79 €;-70,55 €;-133.65% ;0,00 €;123,34 €;0,01 €  /  0,09 €  ( 9.89% )
ene-21;Football - Nicaragua - Primera Division;Football;More/less rest of half;6;6;8;0,00 €;0,00 €;23,39 €;33,09 €;9,71 €;29.33%;0,00 €;23,39 €;0,31 €  /  2,42 €  ( 12.90% )
ene-21;Football - Nicaragua - Primera Division;Football;Both teams to score?;1;1;11;0,00 €;0,00 €;0,00 €;1,44 €;1,44 €;100.00%;0,00 €;0,00 €;0,57 €  /  1,44 €  ( 39.26% )
ene-21;Football - Nicaragua - Primera Division;Football;Match Result & Both teams to score;0;0;1;0,00 €;0,00 €;0,00 €;0,03 €;0,03 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,03 €  ( 49.22% )
ene-21;Football - Costa Rica - Primera Division;Football;Next goal of half;1;1;1;0,00 €;0,00 €;116,48 €;45,68 €;-70,80 €;-155.00% ;0,00 €;116,48 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Costa Rica - Primera Division;Football;More/less rest of half;2;2;3;0,00 €;0,00 €;23,28 €;69,71 €;46,43 €;66.61%;0,00 €;23,28 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Costa Rica - Primera Division;Football;Who wins the rest of the 1st half?;1;1;1;0,00 €;0,00 €;3,31 €;1,14 €;-2,17 €;-190.00% ;0,00 €;3,31 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Argentina - Primera B Nacional;Football;Who scores next ?;6;6;13;0,00 €;0,00 €;142,63 €;124,26 €;-18,37 €;-14.78% ;0,00 €;142,63 €;0,04 €  /  0,21 €  ( 20.79% )
ene-21;Football - Argentina - Primera B Nacional;Football;How many goals will team X score?;1;1;1;0,00 €;0,00 €;0,68 €;0,62 €;-0,06 €;-9.18% ;0,00 €;0,68 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Copa Colombia;Football;Who qualifies?;19;20;49;0,00 €;0,00 €;647,95 €;653,61 €;5,66 €;0.87%;0,06 €;648,01 €;63,89 €  /  652,60 €  ( 9.79% )
ene-21;Football - Colombia - Copa Colombia;Football;Halftime/Fulltime;0;0;2;0,00 €;0,00 €;0,00 €;0,31 €;0,31 €;100.00%;0,00 €;0,00 €;0,09 €  /  0,31 €  ( 28.84% )
ene-21;Football - Colombia - Copa Colombia;Football;Draw no bet;23;23;37;0,00 €;19,72 €;262,28 €;306,83 €;24,83 €;8.65%;0,02 €;282,02 €;16,55 €  /  194,60 €  ( 8.51% )
ene-21;Football - Colombia - Copa Colombia;Football;How many goals will be scored in this game?;0;1;2;0,00 €;0,00 €;0,11 €;0,39 €;0,28 €;71.42%;0,00 €;0,11 €;0,04 €  /  0,16 €  ( 23.13% )
ene-21;Football - Colombia - Copa Colombia;Football;Will there be a penalty?;1;1;2;0,00 €;0,00 €;0,00 €;4,73 €;4,73 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Copa Colombia;Football;More/less rest of half;5;5;6;0,00 €;0,00 €;16,56 €;147,29 €;130,73 €;88.75%;0,00 €;16,56 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Copa Colombia;Football;Over/Under goals in match;139;169;405;2,07 €;0,00 €;1.994,19 €;1.916,59 €;-77,60 €;-4.05% ;9,25 €;2.003,44 €;168,88 €  /  1.446,32 €  ( 11.68% )
ene-21;Football - Colombia - Copa Colombia;Football;Both teams to score?;69;77;227;0,00 €;0,00 €;210,22 €;300,56 €;90,34 €;30.06%;1,80 €;212,02 €;23,13 €  /  100,35 €  ( 23.05% )
ene-21;Football - Colombia - Copa Colombia;Football;Who wins the half?;26;26;42;0,00 €;0,00 €;12,37 €;51,79 €;39,42 €;76.11%;0,00 €;12,37 €;6,50 €  /  29,88 €  ( 21.75% )
ene-21;Football - Colombia - Copa Colombia;Football;Remaining time 3-way;10;10;20;0,00 €;0,00 €;3,09 €;34,78 €;31,70 €;91.13%;0,00 €;3,09 €;-0,01 €  /  5,93 €  ( -0.25% )
ene-21;Football - Colombia - Copa Colombia;Football;How many goals will team X score?;5;7;7;0,00 €;0,00 €;50,47 €;40,93 €;-9,54 €;-23.30% ;0,00 €;50,47 €;6,26 €  /  40,93 €  ( 15.29% )
ene-21;Football - Colombia - Copa Colombia;Football;Does the specified team score in both halves?;1;1;1;0,00 €;0,00 €;0,00 €;5,48 €;5,48 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Copa Colombia;Football;Does the specified team win either half?;3;3;6;0,00 €;0,00 €;72,51 €;24,37 €;-48,14 €;-197.51% ;0,00 €;72,51 €;4,46 €  /  23,78 €  ( 18.76% )
ene-21;Football - Colombia - Copa Colombia;Football;Winning Margin;4;8;9;0,00 €;0,00 €;10,27 €;22,61 €;12,35 €;54.61%;0,00 €;10,27 €;5,63 €  /  18,81 €  ( 29.96% )
ene-21;Volleyball - Republic of Korea - V League;Volleyball;Number of sets played;1;1;1;0,00 €;0,00 €;19,19 €;4,57 €;-14,62 €;-320.00% ;0,00 €;19,19 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Guatemala - Liga Nacional, Apertura Playoffs;Football;Double chance;7;8;66;0,00 €;0,00 €;47,03 €;25,32 €;-21,71 €;-85.74% ;0,33 €;47,36 €;2,92 €  /  23,88 €  ( 12.22% )
ene-21;Football - Guatemala - Liga Nacional, Apertura Playoffs;Football;More/less rest of half;1;1;2;0,00 €;0,00 €;48,57 €;23,45 €;-25,12 €;-107.15% ;0,00 €;48,57 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Guatemala - Liga Nacional, Apertura Playoffs;Football;Over/Under goals in match;2;2;3;0,00 €;0,00 €;10,82 €;10,91 €;0,10 €;0.87%;0,00 €;10,82 €;0,96 €  /  1,43 €  ( 67.41% )
ene-21;Football - Guatemala - Liga Nacional, Apertura Playoffs;Football;Both teams to score?;1;1;6;0,00 €;0,00 €;62,06 €;30,64 €;-31,41 €;-102.50% ;1,37 €;63,43 €;0,10 €  /  0,35 €  ( 27.29% )
ene-21;Football - Guatemala - Liga Nacional, Apertura Playoffs;Football;Both teams to score in the X half?;1;1;1;0,00 €;0,00 €;0,00 €;2,28 €;2,28 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Russia - Vysshaya Liga B;Volleyball;Number of sets played;1;1;1;0,00 €;0,00 €;0,00 €;2,28 €;2,28 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Lithuania - NKL;Basketball;Over/Under points in Quarter;5;5;5;0,00 €;0,00 €;146,51 €;85,95 €;-60,57 €;-70.47% ;0,00 €;146,51 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Lithuania - NKL;Basketball;Over/Under per team;2;2;2;0,00 €;0,00 €;44,29 €;46,78 €;2,49 €;5.32%;0,00 €;44,29 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - International - Champions League, Pool A;Volleyball;Number of points in set;4;4;4;0,00 €;0,00 €;34,61 €;89,48 €;54,86 €;61.32%;0,00 €;34,61 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - International - Champions League, Pool A;Volleyball;2-Way;2;2;8;0,00 €;0,00 €;1,05 €;8,90 €;7,85 €;88.23%;0,00 €;1,05 €;0,27 €  /  3,06 €  ( 8.79% )
ene-21;Volleyball - International - Champions League Women, Pool B;Volleyball;Correct score betting 3 sets;1;1;1;0,00 €;0,00 €;0,00 €;4,57 €;4,57 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - International - Champions League Women, Pool B;Volleyball;2-Way;1;1;2;0,00 €;0,00 €;0,00 €;18,34 €;18,34 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Palestine - West Bank League;Football;More/less rest of half;2;2;2;0,00 €;0,00 €;0,62 €;11,99 €;11,36 €;94.81%;0,00 €;0,62 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Palestine - West Bank League;Football;Over/Under goals in match;1;1;1;0,00 €;0,00 €;0,00 €;18,27 €;18,27 €;100.00%;0,00 €;0,00 €;1,30 €  /  18,27 €  ( 7.11% )
ene-21;Football - Palestine - West Bank League;Football;Over/Under per team;1;1;1;0,00 €;0,00 €;0,86 €;0,66 €;-0,20 €;-29.60% ;0,00 €;0,86 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Futsal - International - Uefa Futsal Euro Qualif, Group 3;Futsal;Over/Under points in Match;0;0;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,24 €  /  0,46 €  ( 53.32% )
ene-21;Futsal - International - Uefa Futsal Euro Qualif, Group 4;Futsal;Over/Under points in Match;0;0;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,24 €  /  0,46 €  ( 53.32% )
